"Month","Dekad","Rainfall (mm)","Average (mm)"
1,1,0.08,0
1,2,0,0
1,3,0.12,0
2,1,1.04,0.36
2,2,1.16,0.8
2,3,1,0.2
3,1,1.84,0.48
3,2,1.2,1.24
3,3,1,1.08
4,1,0.36,0.2
4,2,2.84,0.04
4,3,0,0.72